Name,Price,Reviews,Size,Category,Rating,bath-personal-care,beauty,grocery,healthy-home,pets,sports-nutrition,supplements
"Himalaya, Botanique, Toothpaste, Neem, Pomegranate, Fluoride Free, 5.29 oz (150 g)",9.27,5061.0,150.0,bath-personal-care,4.4,1,0,0,0,0,0,0
"EOS, Lip Balm, Strawberry Sorbet, .25 oz (7 g)",6.04,4400.0,7.0,bath-personal-care,4.7,1,0,0,0,0,0,0
"Secret, pH Balanced  Antiperspirant/Deodorant, Invisible Solid, Shower Fresh, Twin Pack, 2.6 oz (73 g) Each",14.93,766.0,73.0,bath-personal-care,4.6,1,0,0,0,0,0,0
"Aura Cacia, Calming Foam Bath, Lavender, 2.5 oz (70.9 g)",4.01,1424.0,70.9,bath-personal-care,4.4,1,0,0,0,0,0,0
"Earth's Care, Anti-Itch Cream, with Shea Butter and Almond Oil, 0.21 oz (6 g)",3.12,3353.0,6.0,bath-personal-care,4.4,1,0,0,0,0,0,0
"Kirk's, 100% Premium Coconut Oil Gentle Castile Soap, Original Fresh Scent, 1.13 oz (32 g)",2.53,1834.0,32.0,bath-personal-care,4.3,1,0,0,0,0,0,0
"Old Spice, High Endurance, Deodorant, Original, 3 oz (85 g)",7.54,217.0,85.0,bath-personal-care,4.6,1,0,0,0,0,0,0
"Himalayan Institute, Neti•Salt, Eco Refillable Jar, 12 oz (340.2 g)",7.02,762.0,340.2,bath-personal-care,4.5,1,0,0,0,0,0,0
"Arm & Hammer, UltraMax, Solid Antiperspirant Deodorant, for Men, Unscented, 2.6 oz (73 g)",7.73,972.0,73.0,bath-personal-care,4.5,1,0,0,0,0,0,0
"Nexxus, Keraphix Treatment Hair Masque, Damage Healing, 1.5 oz (43 g)",4.65,860.0,43.0,bath-personal-care,4.6,1,0,0,0,0,0,0
"Advanced Clinicals, Keratin,  Sleek + Smooth Hair Mask,  12 oz (340 g)",20.21,382.0,340.0,bath-personal-care,4.6,1,0,0,0,0,0,0
"Palmer's, Coconut Oil, Hand Cream, 2.1 oz (60 g)",6.02,1552.0,60.0,bath-personal-care,4.6,1,0,0,0,0,0,0
"Now Foods, XyliWhite Toothpaste Gel, Cinnafresh, 6.4 oz (181 g)",6.11,3373.0,181.0,bath-personal-care,4.1,1,0,0,0,0,0,0
"Secret, pH Balanced Deodorant, Invisible Solid, Powder Fresh, Twin Pack, 2.6 oz (73 g) Each",14.93,1006.0,73.0,bath-personal-care,4.5,1,0,0,0,0,0,0
"Mild By Nature, Moisturizing Shea Butter, 3 oz (85 g)",7.8,1149.0,85.0,bath-personal-care,4.4,1,0,0,0,0,0,0
"Vaseline, Lip Therapy, Advanced Healing,  Lip Protectant, 0.35 oz (10 g)",3.51,1131.0,10.0,bath-personal-care,4.5,1,0,0,0,0,0,0
"Hello, Naturally Whitening Fluoride Toothpaste, Farm Grown Mint, 4.7 oz (133 g)",7.8,1321.0,133.0,bath-personal-care,4.4,1,0,0,0,0,0,0
"RADIUS, Organic Toothpaste, For Kids, 6 Months+, Coconut Banana, 3 oz (85 g)",10.6,1615.0,85.0,bath-personal-care,4.7,1,0,0,0,0,0,0
"Crest, Kids, Fluoride Anticavity Toothpaste, For Ages 2+, Strawberry Rush, 4.2 oz (119 g)",4.69,490.0,119.0,bath-personal-care,4.9,1,0,0,0,0,0,0
"Desert Essence, Lip Rescue, Ultra Hydrating with Shea Butter, .15 oz (4.25 g)",3.48,2752.0,4.25,bath-personal-care,4.3,1,0,0,0,0,0,0
"Jack n' Jill, Natural Toothpaste, Flavor Free, 1.76 oz (50 g)",10.91,1147.0,50.0,bath-personal-care,4.8,1,0,0,0,0,0,0
"Olbas Therapeutic, Inhaler, 0.01 oz (285 mg)",7.24,2263.0,0.285,bath-personal-care,4.6,1,0,0,0,0,0,0
"Dove, Exfoliating Body Polish, Crushed Macadamia & Rice Milk, 10.5 oz (298 g)",12.56,1652.0,298.0,bath-personal-care,4.7,1,0,0,0,0,0,0
"Arm & Hammer, Advance White, Extreme Whitening Toothpaste, Clean Mint, 4.3 oz (121 g)",7.73,2015.0,121.0,bath-personal-care,4.2,1,0,0,0,0,0,0
"SheaMoisture, African Black Soap, Eczema Therapy Bar Soap with Shea Butter, 5 oz (141 g)",7.65,814.0,141.0,bath-personal-care,4.5,1,0,0,0,0,0,0
"Rainbow Research, Henna, Hair Color & Conditioner, Black, 4 oz (113 g)",9.04,919.0,113.0,bath-personal-care,3.9,1,0,0,0,0,0,0
"T. Taio, Mother Of Pearl Soap-Sponge, 4.2 oz (120 g)",7.79,32.0,120.0,bath-personal-care,4.8,1,0,0,0,0,0,0
"SheaMoisture, African Black Soap with Shea Butter, 8 oz (230 g)",7.79,837.0,230.0,bath-personal-care,4.7,1,0,0,0,0,0,0
"Desert Essence, Coconut Oil Toothpaste, Coconut Mint, 6.25 oz (176 g)",8.72,961.0,176.0,bath-personal-care,4.5,1,0,0,0,0,0,0
"Orajel, Shimmer & Shine Anticavity Fluoride Toothpaste, Berry Divine, 4.2 oz (119 g)",4.6,1356.0,119.0,bath-personal-care,4.7,1,0,0,0,0,0,0
"SheaMoisture, Blemish Prone Face & Body Bar,  African Black Soap with Shea Butter, 3.5 oz (99 g)",7.18,724.0,99.0,bath-personal-care,4.5,1,0,0,0,0,0,0
"Tree Hut, 24 Hour Intense Hydrating Shea Body Butter, Moroccan Rose, 7 oz (198 g)",11.91,1093.0,198.0,bath-personal-care,4.5,1,0,0,0,0,0,0
"Organic Excellence, Feminine Balance Therapy, Bio-Identical USP Progesterone Cream, 3.3 fl oz (100 g)",41.2,384.0,100.0,bath-personal-care,4.6,1,0,0,0,0,0,0
"Old Spice, High Endurance, Deodorant, Fresh, 3 oz (85 g)",7.54,344.0,85.0,bath-personal-care,4.6,1,0,0,0,0,0,0
"EOS, Organic 100% Natural Shea Lip Balm, Tropical Mango, 0.25 oz (7 g)",6.04,2694.0,7.0,bath-personal-care,4.7,1,0,0,0,0,0,0
"Kirk's, 100% Premium Coconut Oil Gentle Castile Soap, Fragrance Free,  4 oz (113 g)",3.11,1647.0,113.0,bath-personal-care,4.4,1,0,0,0,0,0,0
"Kirkman Labs, Epsom Salt Cream, 4 oz (113 gm)",34.13,505.0,113.0,bath-personal-care,4.7,1,0,0,0,0,0,0
"Nair, For Men, Hair Remover Body Cream, Back, Chest, Arms and Legs, 13 oz (368 g)",16.79,629.0,368.0,bath-personal-care,4.4,1,0,0,0,0,0,0
"Xlear, Sinus Care Rinse Packets, Fast Relief, 20 Count, 6 g Each",12.47,377.0,6.0,bath-personal-care,4.6,1,0,0,0,0,0,0
"Badger Company, Sore Joint Rub, Arnica Blend, 2 oz (56 g)",13.25,1573.0,56.0,bath-personal-care,4.5,1,0,0,0,0,0,0
"Cococare, Vitamin E Moisturizing Cream, 1 oz (28.3 g)",3.12,6084.0,28.3,bath-personal-care,4.2,1,0,0,0,0,0,0
"E.L.F., Lip Exfoliator, Sweet Cherry, 0.11 oz (3.2 g)",8.69,4505.0,3.2,bath-personal-care,4.2,1,0,0,0,0,0,0
"Udderly Smooth, Daily Moisturizing Body Cream, Original Formula, 12 oz (340 g)",10.14,398.0,340.0,bath-personal-care,4.4,1,0,0,0,0,0,0
"Tree Hut, Shea Moisturizing Body Wash, Tropical Mango, 17 fl oz (502 g)",13.25,856.0,502.0,bath-personal-care,4.7,1,0,0,0,0,0,0
"Neosporin, Pain + Itch + Scar Ointment, 1.0 oz (28.3 g)",19.32,528.0,28.3,bath-personal-care,4.7,1,0,0,0,0,0,0
"Blistex, Five Star Lip Protection, SPF 30, .15 oz (4.25 g)",3.22,1501.0,4.25,bath-personal-care,4.5,1,0,0,0,0,0,0
"Orajel, Paw Patrol Training Toothpaste, Fluoride Free, Fruity Fun, 1.5 oz (42.5 g)",5.46,1680.0,42.5,bath-personal-care,4.7,1,0,0,0,0,0,0
"Arm & Hammer, UltraMax, Solid Antiperspirant Deodorant, for Men, Cool Blast, 2.6 oz (73 g)",7.73,749.0,73.0,bath-personal-care,4.6,1,0,0,0,0,0,0
"Auromere, Ayurvedic Bar Soap, With Neem, Himalayan Rose, 2.75 oz (78 g)",3.54,1848.0,78.0,bath-personal-care,4.5,1,0,0,0,0,0,0
"Country Comfort, Herbal Savvy, Golden Seal-Myrrh, 1 oz (28 g)",7.94,4705.0,28.0,bath-personal-care,4.4,1,0,0,0,0,0,0
"White Egret Personal Care, Epsom Salt, 2 oz (57 g)",3.76,2109.0,57.0,bath-personal-care,4.6,1,0,0,0,0,0,0
"Crest, Kids, Fluoride Anticavity Toothpaste, For Ages 2+, Bubblegum Rush, 4.2 oz (119 g)",4.69,606.0,119.0,bath-personal-care,4.8,1,0,0,0,0,0,0
"J.R. Liggett's, Old Fashioned Shampoo Bar, Coconut & Argan Oil, 3.5 oz (99 g)",10.53,1232.0,99.0,bath-personal-care,4.1,1,0,0,0,0,0,0
"Elizavecca, Witch Piggy, Hell-Pore, Turtle's Foot Pack, 1 Pair, 1.41 oz (40 g)",5.54,1198.0,40.0,bath-personal-care,4.0,1,0,0,0,0,0,0
"Now Foods, Solutions, Pure Lanolin, 7 oz (198 g)",13.32,2373.0,198.0,bath-personal-care,4.7,1,0,0,0,0,0,0
"Aquaphor, Lip Repair, Stick, Immediate Relief, Fragrance Free, 1 Stick, .17 oz (4.8 g)",6.2,971.0,4.8,bath-personal-care,4.5,1,0,0,0,0,0,0
"Neosporin, +Pain Relief Cream, For Kids Ages 2+, 0.5 oz (14.2 g)",10.32,294.0,14.2,bath-personal-care,4.7,1,0,0,0,0,0,0
"Kiss My Face, Obsessively Kids, Toothpaste, Berry Smart, 4 oz (113 g)",5.56,469.0,113.0,bath-personal-care,4.3,1,0,0,0,0,0,0
"Nubian Heritage, Lemongrass & Tea Tree Bar Soap, 5 oz (142 g)",7.49,3034.0,142.0,bath-personal-care,4.5,1,0,0,0,0,0,0
"O'Keeffe's, Working Hands, Hand Cream, Unscented, 3 oz (85 g)",9.91,1324.0,85.0,bath-personal-care,4.5,1,0,0,0,0,0,0
"Aveeno, Skin Relief Hand Cream, Fragrance Free, 3.5 oz (100 g)",14.19,773.0,100.0,bath-personal-care,4.5,1,0,0,0,0,0,0
"Jason Natural, Kids Only! Toothpaste, Strawberry, 4.2 oz (119 g)",9.61,2731.0,119.0,bath-personal-care,4.6,1,0,0,0,0,0,0
"Chandrika Soap, Chandrika, Ayurvedic Soap, 2.64 oz (75 g)",3.12,1597.0,75.0,bath-personal-care,4.3,1,0,0,0,0,0,0
"De La Cruz, Camphor Ointment, Pain Relieving Rub, 2.5 oz (70.9 g)",8.69,440.0,70.9,bath-personal-care,4.5,1,0,0,0,0,0,0
"Cetaphil, Gentle Cleansing Bar, 4.5 oz (127 g)",10.03,770.0,127.0,bath-personal-care,4.4,1,0,0,0,0,0,0
"Himalayan Institute, Neti Salt, Salt for Nasal Wash, 1.5 lbs (680.3 g)",15.61,216.0,680.3,bath-personal-care,4.7,1,0,0,0,0,0,0
"Derma E, Eczema Relief Cream, 4 oz (113 g)",22.41,845.0,113.0,bath-personal-care,4.3,1,0,0,0,0,0,0
"Sky Organics, Shea Butter, Raw & Unrefined, 16 fl oz (454 g)",23.66,1199.0,454.0,bath-personal-care,4.4,1,0,0,0,0,0,0
"Mild By Nature, Exfoliating Soap Bar, Unscented, 5 oz (141 g)",4.68,1902.0,141.0,bath-personal-care,4.5,1,0,0,0,0,0,0
"Tiger Balm, Pain Relieving Ointment, Ultra Strength, 1.7 oz (50 g)",19.6,751.0,50.0,bath-personal-care,4.6,1,0,0,0,0,0,0
"Biotene Dental Products, Dry Mouth Oral Balance Gel, 1.5 oz (42 g)",12.36,123.0,42.0,bath-personal-care,4.3,1,0,0,0,0,0,0
"Dove, Exfoliating Body Polish, Pomegranate Seeds & Shea Butter, 10.5 oz (298 g)",12.56,1333.0,298.0,bath-personal-care,4.6,1,0,0,0,0,0,0
"Smith & Vandiver, Sleepy Time Bath Bombs with Neroli Essential Oil, 4 Effervescent Bath Balls, 0.8 oz (22 g) Each",7.3,900.0,22.0,bath-personal-care,4.4,1,0,0,0,0,0,0
"Eucerin, Q10 Anti-Wrinkle Face Cream, 1.7 oz (48 g)",16.11,17290.0,48.0,beauty,4.5,0,1,0,0,0,0,0
"Mason Natural, Collagen Premium Skin Cream, 2 oz (57 g)",7.97,17260.0,57.0,beauty,4.4,0,1,0,0,0,0,0
"De La Cruz, Sulfur Ointment, Acne Medication, Maximum Strength, 0.21 oz (6 g)",2.8,21071.0,6.0,beauty,4.2,0,1,0,0,0,0,0
"Differin, Adapalene Gel 0.1 % Acne Treatment, Fragrance Free, 0.5 oz (15 g)",28.14,2708.0,15.0,beauty,4.6,0,1,0,0,0,0,0
"Queen Helene, Cocoa Butter Face + Body Creme, 4.8 oz (136 g)",5.17,10939.0,136.0,beauty,4.4,0,1,0,0,0,0,0
"Advanced Clinicals, Retinol, Advanced Firming Cream, 16 oz (454 g)",20.21,1999.0,454.0,beauty,4.5,0,1,0,0,0,0,0
"De La Cruz, Acne Treatment Ointment with 10% Sulfur, Maximum Strength, 2.6 oz (73.7 g)",8.69,21071.0,73.7,beauty,4.2,0,1,0,0,0,0,0
"Heimish, Dailism, Smudge Stop Mascara, 30 g",16.43,3698.0,30.0,beauty,4.7,0,1,0,0,0,0,0
"Airspun, Loose Face Powder, Translucent Extra Coverage 070-41, 2.3 oz (65 g)",10.41,1161.0,65.0,beauty,4.5,0,1,0,0,0,0,0
"Eucerin, Q10 Anti-Wrinkle + Pro-Retinol Night Cream, 1.7 fl oz (48 g)",16.11,2346.0,48.0,beauty,4.7,0,1,0,0,0,0,0
"Badger Company, Organic Cuticle Care, Soothing Shea Butter, .75 oz (21 g)",10.91,6580.0,21.0,beauty,4.5,0,1,0,0,0,0,0
"Andalou Naturals, Glycolic Beauty Mask, Pumpkin Honey, Brightening, 1.7 oz (50 g)",24.95,11239.0,50.0,beauty,4.7,0,1,0,0,0,0,0
"Airspun, Loose Face Powder, Translucent 070-24, 2.3 oz (65 g)",10.41,1935.0,65.0,beauty,4.4,0,1,0,0,0,0,0
"Queen Helene, Mint Julep Masque, Oily and Acne Prone Skin, 8 oz (227 g)",6.65,17811.0,227.0,beauty,4.3,0,1,0,0,0,0,0
"Skin79, Jeju Aloe, Aqua Soothing Gel, Aloe Vera, 10.58 oz (300 g)",8.3,3151.0,300.0,beauty,4.7,0,1,0,0,0,0,0
"Cetaphil, Moisturizing Cream, Very Dry, Sensitive Skin, 3 oz  (85 g)",10.67,2703.0,85.0,beauty,4.7,0,1,0,0,0,0,0
"Aztec Secret, Indian Healing Clay, 1 lb (454 g)",12.41,7935.0,454.0,beauty,4.4,0,1,0,0,0,0,0
"Laneige, Lip Sleeping Mask, Berry, 20 g",23.69,2937.0,20.0,beauty,4.6,0,1,0,0,0,0,0
"Heimish, Dailism, Smudge Stop Mascara, 30 g",16.43,3698.0,30.0,beauty,4.7,0,1,0,0,0,0,0
"Derma E, Firming DMAE Moisturizer, 2 oz (56 g)",22.41,5159.0,56.0,beauty,4.4,0,1,0,0,0,0,0
"Advanced Clinicals, Retinol, Advanced Firming Cream, 16 oz (454 g)",20.21,1999.0,454.0,beauty,4.5,0,1,0,0,0,0,0
"Elizavecca, Milky Piggy Carbonated Bubble Clay Beauty Mask, 100 g",15.15,15305.0,100.0,beauty,4.5,0,1,0,0,0,0,0
"Queen Helene, Mint Julep Masque, Oily and Acne Prone Skin, 8 oz (227 g)",6.65,17811.0,227.0,beauty,4.3,0,1,0,0,0,0,0
"Derma E, Firming DMAE Moisturizer, 2 oz (56 g)",22.41,5159.0,56.0,beauty,4.4,0,1,0,0,0,0,0
"PanOxyl, Acne Creamy Wash, Benzoyl Peroxide 4% Daily Control,  6 oz (170 g)",15.89,71.0,170.0,beauty,4.7,0,1,0,0,0,0,0
"Aztec Secret, Indian Healing Clay, 1 lb (454 g)",12.41,7935.0,454.0,beauty,4.4,0,1,0,0,0,0,0
"Advanced Clinicals, Vitamin C, Advanced Brightening Cream, 16 oz (454 g)",20.21,1515.0,454.0,beauty,4.3,0,1,0,0,0,0,0
"De La Cruz, Vitamin E Cream, 10,000 IU, 4 oz (114 g)",9.22,11647.0,114.0,beauty,4.4,0,1,0,0,0,0,0
"L.A. Girl, Matte Flat Velvet Lipstick, Snuggle, 0.10 oz (3 g)",4.68,2501.0,3.0,beauty,4.4,0,1,0,0,0,0,0
"E.L.F., Poreless Putty Primer, Universal Sheer, 0.74 oz (21 g)",14.05,1177.0,21.0,beauty,4.4,0,1,0,0,0,0,0
"Wet n Wild, Color Icon Kohl Liner Pencil, Simma Brown Now!, 0.04 oz (1.4 g)",3.12,977.0,1.4,beauty,4.3,0,1,0,0,0,0,0
"PrescriptSkin, Collagen Elastin Cream, 2.25 oz (64 g)",28.09,897.0,64.0,beauty,4.6,0,1,0,0,0,0,0
"Sympli Beautiful, All Day Hydration Cream, 2 oz (57 g)",31.21,1191.0,57.0,beauty,4.4,0,1,0,0,0,0,0
"E.L.F., Brow Pencil, Neutral Brown, 0.006 oz (0.18 g)",4.68,2053.0,0.18,beauty,4.3,0,1,0,0,0,0,0
"Now Foods, Solutions, Mediterranean Red Clay Powder, 6 oz (170 g)",7.76,6973.0,170.0,beauty,4.4,0,1,0,0,0,0,0
"Cococare, Vitamin E Moisturizing Cream, 4 oz (110 g)",3.12,156.0,110.0,beauty,4.7,0,1,0,0,0,0,0
"Some By Mi, AHA. BHA. PHA 30 Days Miracle Cream, 60 g",26.41,2023.0,60.0,beauty,4.5,0,1,0,0,0,0,0
"Heimish, All Clean Green Foam, Cleanser, 150 g",12.28,2198.0,150.0,beauty,4.7,0,1,0,0,0,0,0
"Eucerin, Redness Relief, Dermatological Skincare, Night Creme, 1.7 oz (48 g)",22.32,2343.0,48.0,beauty,4.4,0,1,0,0,0,0,0
"Wet n Wild, Color Icon Kohl Liner Pencil, Simma Brown Now!, 0.04 oz (1.4 g)",3.12,977.0,1.4,beauty,4.3,0,1,0,0,0,0,0
"E.L.F., Wow Brow Gel, Neutral Brown, 0.12 oz (3.5 g)",6.24,1191.0,3.5,beauty,4.5,0,1,0,0,0,0,0
"L.A. Girl, Beauty Brick, Nudes Eyeshadow Palette, 0.42 oz (12 g)",12.49,1031.0,12.0,beauty,4.5,0,1,0,0,0,0,0
"Advanced Clinicals, Hyaluronic Acid, Instant Skin Hydrator, 16 oz (454 g)",17.09,1325.0,454.0,beauty,4.6,0,1,0,0,0,0,0
"Benton, Fermentation Eye Cream, 1.05 oz (30 g)",26.55,1922.0,30.0,beauty,4.6,0,1,0,0,0,0,0
"Heimish, Artless Perfect Cushion with Refill, SPF 50+ PA+++, 23 Natural Beige, 2 - 13 g Each",39.98,632.0,13.0,beauty,4.7,0,1,0,0,0,0,0
"Mason Natural, Collagen  Premium Skin Cream, Pear Scented, 4 oz (114 g)",16.32,17260.0,114.0,beauty,4.4,0,1,0,0,0,0,0
"St. Ives, Renewing Collagen & Elastin Moisturizer, 10 oz (283 g)",12.52,5079.0,283.0,beauty,4.4,0,1,0,0,0,0,0
"Palmer's, Skin Success, Anti-Acne, Medicated Complexion Bar, 3.5 oz (100 g)",4.67,2048.0,100.0,beauty,4.4,0,1,0,0,0,0,0
"Some By Mi, Bye Bye Blackhead, 30 Days Miracle Green Tea Tox, Bubble Cleanser,  4.23 oz (120 g)",24.31,64.0,120.0,beauty,4.5,0,1,0,0,0,0,0
"Wet n Wild, Color Icon Blush, Pearlescent Pink, 0.21 oz (6 g)",5.37,299.0,6.0,beauty,4.3,0,1,0,0,0,0,0
"Mad Hippie Skin Care Products, Triple C Night Cream, 2.1 oz (60 g) ",36.97,1240.0,60.0,beauty,4.6,0,1,0,0,0,0,0
"Aveeno, Positively Radiant, Skin Brightening Daily Scrub, 2.0 oz (56.7 g)",4.64,2876.0,56.7,beauty,4.5,0,1,0,0,0,0,0
"Planetary Herbals, Horse Chestnut Cream, 4 oz (113.4 g)",15.73,1365.0,113.4,beauty,4.4,0,1,0,0,0,0,0
"I'm From, Mugwort Beauty Mask, 30 g",3.45,2014.0,30.0,beauty,4.5,0,1,0,0,0,0,0
"Heimish, All Clean Green Foam, Cleanser, 150 g",12.28,2198.0,150.0,beauty,4.7,0,1,0,0,0,0,0
"Jason Natural, Brightening Apricot Scrubble, Facial Wash & Scrub, 4 oz (113 g)",12.79,1812.0,113.0,beauty,4.5,0,1,0,0,0,0,0
"L.A. Girl, Matte Flat Velvet Lipstick, Snuggle, 0.10 oz (3 g)",4.68,2501.0,3.0,beauty,4.4,0,1,0,0,0,0,0
"Wet n Wild, MegaGlo Loose Highlighting Powder, I'm So Lit, 0.57 g",3.74,2555.0,0.57,beauty,4.6,0,1,0,0,0,0,0
"PrescriptSkin, Glycolic Acid Cream 5%, 1.55 oz (44 g)",28.09,1011.0,44.0,beauty,4.5,0,1,0,0,0,0,0
"Cetaphil, Redness Relieving, Night Moisturizer, 1.7 oz (50 g)",25.28,565.0,50.0,beauty,4.6,0,1,0,0,0,0,0
"L.A. Girl, Pro Conceal HD Concealer, Orange Corrector, 0.28 oz (8 g)",6.24,982.0,8.0,beauty,4.2,0,1,0,0,0,0,0
"Grandpa's, Face & Body Bar Soap, Thylox Acne Treatment,3.25 oz (92 g)",7.46,4453.0,92.0,beauty,4.2,0,1,0,0,0,0,0
"E.L.F., Bite Size Eyeshadow, Cream & Sugar, 0.12 oz (3.5 g)",4.68,359.0,3.5,beauty,4.5,0,1,0,0,0,0,0
"Derma E, Essentials, Sun Protection Mineral Powder, SPF 30, 0.14 oz (4.0 g)",22.43,1176.0,4.0,beauty,4.2,0,1,0,0,0,0,0
"E.L.F., Lip Plumping Gloss, Mocha Twist, 0.09 oz (2.7 g)",13.0,2488.0,2.7,beauty,4.4,0,1,0,0,0,0,0
"KissMe, Heroine Make, Long & Curl Mascara, Super Waterproof, #01 Super Black, 0.21 oz (6 g)",14.98,431.0,6.0,beauty,4.4,0,1,0,0,0,0,0
"Derma E, Stem Cell Eye Lifting Treatment , 1/2 oz (14 g)",28.04,1106.0,14.0,beauty,4.4,0,1,0,0,0,0,0
"Physicians Formula, Plump Potion, Needle-Free Lip Plumping Cocktail, Pink Crystal Potion 2214, 0.1 oz (3 g)",15.26,1457.0,3.0,beauty,3.9,0,1,0,0,0,0,0
"Mild By Nature, Pycnogenol Serum (Cream), Soothing and Anti-Aging, 1 oz (28 g)",15.61,6721.0,28.0,beauty,4.2,0,1,0,0,0,0,0
"Skinfood, Rice Beauty Mask Wash Off, 3.52 oz (100 g)",17.17,3945.0,100.0,beauty,4.2,0,1,0,0,0,0,0
"E.L.F., Bite Size Eyeshadow, Cream & Sugar, 0.12 oz (3.5 g)",4.68,359.0,3.5,beauty,4.5,0,1,0,0,0,0,0
"The Face Shop, The Solution, Firming Beauty Face Mask, 1 Sheet, 0.70 oz (20 g)",3.12,499.0,20.0,beauty,4.4,0,1,0,0,0,0,0
"Alba Botanica, Acne Dote, Invisible Treatment Gel, Oil-Free, 0.5 oz (14 g)",13.54,1237.0,14.0,beauty,4.1,0,1,0,0,0,0,0
"Wet n Wild, MegaJelly Face Primer, Clear Canvas, 1.05 oz (30 g)",5.84,51.0,30.0,beauty,3.9,0,1,0,0,0,0,0
"PrescriptSkin, Stem Cell Cream, 2.25 oz (64 g)",28.09,1069.0,64.0,beauty,4.5,0,1,0,0,0,0,0
"L'Oreal, Revitalift Triple Power, Anti-Aging Moisturizer, 1.7 oz (48 g)",43.97,78.0,48.0,beauty,4.7,0,1,0,0,0,0,0
"Rootree, Golden Tree Set, Prestige Empress Cream & Royal Resplendent Serum, 1.76 oz (50 g) & 1.69 oz (50 ml) ",110.11,26.0,50.0,beauty,4.8,0,1,0,0,0,0,0
"Derma E, Hydrating Eye Cream with Hyaluronic Acid & Green Tea, 1/2 oz (14 g)",24.17,3562.0,14.0,beauty,4.1,0,1,0,0,0,0,0
"Secret Key, Snow White Cream, Whitening Cream, 50 g",15.61,1221.0,50.0,beauty,4.1,0,1,0,0,0,0,0
"The Face Shop, The Solution, Firming Beauty Face Mask, 1 Sheet, 0.70 oz (20 g)",3.12,499.0,20.0,beauty,4.4,0,1,0,0,0,0,0
"Skinfood, Black Sugar Beauty Mask Wash Off, 3.52 oz (100 g)",17.17,4882.0,100.0,beauty,4.4,0,1,0,0,0,0,0
"St. Ives, Fresh Skin, Apricot Scrub, 6 oz (170 g)",7.59,6338.0,170.0,beauty,4.5,0,1,0,0,0,0,0
"Physicians Formula, Organic Wear, Natural Origin Mascara, Black, 0.26 oz (7.5 g)",16.37,618.0,7.5,beauty,4.3,0,1,0,0,0,0,0
"I'm From, Honey Beauty Mask, 1.05 oz (30 g)",6.49,1561.0,30.0,beauty,4.6,0,1,0,0,0,0,0
"PrescriptSkin, Vitamin C Lifting Serum, Enhanced Brightening Gel Serum, 1.55 oz (44 g)",22.47,705.0,44.0,beauty,4.6,0,1,0,0,0,0,0
"Skin79, Jeju Aloe, Aqua Soothing Gel, Aloe Vera, 10.58 oz (300 g)",8.3,3151.0,300.0,beauty,4.7,0,1,0,0,0,0,0
"PrescriptSkin, Collagen Elastin Cream, 2.25 oz (64 g)",28.09,897.0,64.0,beauty,4.6,0,1,0,0,0,0,0
"Elizavecca, Hell-Pore Gold Hyaluronic Acid Eye Patch, 60 Pieces, 3.17 oz (90 g)",13.72,1395.0,90.0,beauty,4.5,0,1,0,0,0,0,0
"Sympli Beautiful, Juice, Apple AHA Skin Perfecting Peel, 2 oz (56 g)",16.85,22.0,56.0,beauty,4.6,0,1,0,0,0,0,0
"PrescriptSkin, Glycolic Acid Cream 5%, 1.55 oz (44 g)",28.09,1011.0,44.0,beauty,4.5,0,1,0,0,0,0,0
"Cetaphil, Rich Hydrating Cream with Hyaluronic Acid, 1.7 oz (48 g)",34.83,363.0,48.0,beauty,4.5,0,1,0,0,0,0,0
"Wet n Wild, PhotoFocus Loose Setting Powder, Translucent,  0.70 oz (20 g)",8.91,6074.0,20.0,beauty,4.5,0,1,0,0,0,0,0
"Pacifica, Stellar Gaze, Length & Strength Mineral Mascara, Supernova Black, 0.25 oz (7.1 g)",21.85,957.0,7.1,beauty,4.4,0,1,0,0,0,0,0
"Secret Key, Snow White Milky Pack, Whitening Cream, 200 g",20.29,653.0,200.0,beauty,3.9,0,1,0,0,0,0,0
"Palmer's, Skin Success With Vitamin E, Anti-Dark Spot Face Cream, 2.7 oz (75 g)",10.85,41.0,75.0,beauty,4.4,0,1,0,0,0,0,0
"Skinfood, Black Sugar, Perfect Scrub Foam, 1.41 oz (40 g)",21.85,65.0,40.0,beauty,4.7,0,1,0,0,0,0,0
"Ariul, 7 Days Beauty Mask, Aloe, 1 Sheet Mask, 0.7 oz (20 g)",3.12,46.0,20.0,beauty,4.5,0,1,0,0,0,0,0
"Reviva Labs, InterCell, Hyaluronic Acid Night Gel, Hydrating, 1.5 oz (42 g)",21.07,306.0,42.0,beauty,4.3,0,1,0,0,0,0,0
"Physicians Formula, Plump Potion, Needle-Free Lip Plumping Cocktail, Pink Crystal Potion 2214, 0.1 oz (3 g)",15.26,1457.0,3.0,beauty,3.9,0,1,0,0,0,0,0
"Missha, M Signature Real Complete BB Cream, SPF25/PA++,  No.23 Natural Yellow Beige, 1.58 oz (45 g)",21.15,18.0,45.0,beauty,4.9,0,1,0,0,0,0,0
"Derma E, Acne Rebalancing Cream, Active Salicylic Acid , 2 oz (56 g)",21.91,749.0,56.0,beauty,4.4,0,1,0,0,0,0,0
"Wet n Wild, PhotoFocus Loose Setting Powder, Translucent,  0.70 oz (20 g)",8.91,6074.0,20.0,beauty,4.5,0,1,0,0,0,0,0
"PrescriptSkin, Vitamin C Lifting Serum, Enhanced Brightening Gel Serum, 1.55 oz (44 g)",22.47,705.0,44.0,beauty,4.6,0,1,0,0,0,0,0
